string	data_package	data_type	source	error_category	error_type	string_type	file type	notes
O. c. lewisii	1109	pdf	annotator_2	false negative	unknown		pdf	not sure
O. m. gairdneri	1109	pdf	annotator_2	false negative	unknown		pdf	not sure
Spartina alterniflora	1109	pdf	annotator_2	false negative	unknown		pdf	not sure
O. mykiss	1109	pdf	annotator_2			duplicate	pdf	
animals	1109	pdf	annotator_2			vernacular	pdf	
brook trout	1109	pdf	annotator_2			vernacular	pdf	
brown trout	1109	pdf	annotator_2			vernacular	pdf	
CT	1109	pdf	annotator_2			vernacular	pdf	
cutthroat	1109	pdf	annotator_2			vernacular	pdf	
cutthroat trout	1109	pdf	annotator_2			vernacular	pdf	
Cutthroat trout	1109	pdf	annotator_2			vernacular	pdf	
fish	1109	pdf	annotator_2			vernacular	pdf	
Fish	1109	pdf	annotator_2			vernacular	pdf	
FISH	1109	pdf	annotator_2			vernacular	pdf	
fish's	1109	pdf	annotator_2			vernacular	pdf	
fishes	1109	pdf	annotator_2			vernacular	pdf	
human	1109	pdf	annotator_2			vernacular	pdf	
plants	1109	pdf	annotator_2			vernacular	pdf	
poplars	1109	pdf	annotator_2			vernacular	pdf	
rainbow trout	1109	pdf	annotator_2			vernacular	pdf	
Rainbow trout	1109	pdf	annotator_2			vernacular	pdf	
redband RT	1109	pdf	annotator_2			vernacular	pdf	
RT	1109	pdf	annotator_2			vernacular	pdf	
salmonid	1109	pdf	annotator_2			vernacular	pdf	
salmonids	1109	pdf	annotator_2			vernacular	pdf	
seagrass	1109	pdf	annotator_2			vernacular	pdf	
spruces	1109	pdf	annotator_2			vernacular	pdf	
steelhead	1109	pdf	annotator_2			vernacular	pdf	
steelhead trout	1109	pdf	annotator_2			vernacular	pdf	
swallowtail butterflies	1109	pdf	annotator_2			vernacular	pdf	
teleost	1109	pdf	annotator_2			vernacular	pdf	
tree	1109	pdf	annotator_2			vernacular	pdf	
trout	1109	pdf	annotator_2			vernacular	pdf	
Trout	1109	pdf	annotator_2			vernacular	pdf	
TROUT	1109	pdf	annotator_2			vernacular	pdf	
WCT	1109	pdf	annotator_2			vernacular	pdf	
westslope cutthroat trout	1109	pdf	annotator_2			vernacular	pdf	
willows	1109	pdf	annotator_2			vernacular	pdf	
YCT	1109	pdf	annotator_2			vernacular	pdf	
YCT	1109	pdf	annotator_2			vernacular	pdf	
Yellowstone CT	1109	pdf	annotator_2			vernacular	pdf	
O. c. bouveri	1109	pdf	annotator_2				pdf	
O. clarkii	1109	pdf	annotator_2				pdf	
O. m. irideus	1109	pdf	annotator_2				pdf	
Oncorhynchus mykiss	1109	pdf	annotator_2				pdf	
P. machaon	1109	pdf	annotator_2				pdf	
P. zelicaon	1109	pdf	annotator_2				pdf	
Papilio	1109	pdf	annotator_2				pdf	
Salmo trutta	1109	pdf	annotator_2				pdf	
Salvelinus fontinalis	1109	pdf	annotator_2				pdf	
Spartina spp.	1109	pdf	annotator_2				pdf	
Anttila	1109	pdf	GNRD_1	false positive	name of something else		pdf	person name
Oncorhynchus clarkii	1109	pdf	GNRD_1			duplicate	pdf	
Papilio machaon	1109	pdf	GNRD_1			duplicate	pdf	
O. clarkii	1109	pdf	GNRD_1				pdf	
O. mykiss	1109	pdf	GNRD_1				pdf	
Oncorhynchus clarkii bouvieri	1109	pdf	GNRD_1				pdf	
Oncorhynchus mykiss	1109	pdf	GNRD_1				pdf	
Oncorhynchus mykiss irideus	1109	pdf	GNRD_1				pdf	
P. machaon	1109	pdf	GNRD_1				pdf	
Papilio	1109	pdf	GNRD_1				pdf	
Papilio zelicaon	1109	pdf	GNRD_1				pdf	
Salmo trutta	1109	pdf	GNRD_1				pdf	
Salvelinus fontinalis	1109	pdf	GNRD_1				pdf	
Spartina	1109	pdf	GNRD_1				pdf	
Chicken	1113	data	annotator_1			vernacular		
Zebra finch	1113	data	annotator_1			vernacular		
Turkey	1113	data	annotator_1			vernacular		
African collared dove	1113	pdf	annotator_1			vernacular	pdf	
animals	1113	pdf	annotator_1			vernacular	pdf	
bird	1113	pdf	annotator_1			vernacular	pdf	
birds	1113	pdf	annotator_1			vernacular	pdf	
chicken	1113	pdf	annotator_1			vernacular	pdf	
chicken-turkey	1113	pdf	annotator_1			vernacular	pdf	
goose	1113	pdf	annotator_1			vernacular	pdf	
mammals	1113	pdf	annotator_1			vernacular	pdf	
turkey	1113	pdf	annotator_1			vernacular	pdf	
zebra finch	1113	pdf	annotator_1			vernacular	pdf	
Anseriformes	1113	pdf	annotator_1				pdf	
Falconiformes	1113	pdf	annotator_1				pdf	
Galliformes	1113	pdf	annotator_1				pdf	
Gallus gallus	1113	pdf	annotator_1				pdf	
Meleagris gallopavo	1113	pdf	annotator_1				pdf	
Neoaves	1113	pdf	annotator_1				pdf	
Passeriformes	1113	pdf	annotator_1				pdf	
Psittaciformes	1113	pdf	annotator_1				pdf	
Taeniopygia guttata	1113	pdf	annotator_1				pdf	
Galliform	1113	pdf	annotator_2			adjective	pdf	
African collared dove	1113	pdf	annotator_2			vernacular	pdf	
animals	1113	pdf	annotator_2			vernacular	pdf	
bird	1113	pdf	annotator_2			vernacular	pdf	
birds	1113	pdf	annotator_2			vernacular	pdf	
chicken	1113	pdf	annotator_2			vernacular	pdf	
Chicken	1113	pdf	annotator_2			vernacular	pdf	
duck	1113	pdf	annotator_2			vernacular	pdf	
goose	1113	pdf	annotator_2			vernacular	pdf	
humans	1113	pdf	annotator_2			vernacular	pdf	
mammals	1113	pdf	annotator_2			vernacular	pdf	
pigs	1113	pdf	annotator_2			vernacular	pdf	
turkey	1113	pdf	annotator_2			vernacular	pdf	
Turkey	1113	pdf	annotator_2			vernacular	pdf	
turtles	1113	pdf	annotator_2			vernacular	pdf	
zebra finch	1113	pdf	annotator_2			vernacular	pdf	
Zebra finch	1113	pdf	annotator_2			vernacular	pdf	
Anseriformes	1113	pdf	annotator_2				pdf	
Falconiformes	1113	pdf	annotator_2				pdf	
Galliformes	1113	pdf	annotator_2				pdf	
Gallus gallus	1113	pdf	annotator_2				pdf	
Meleagris gallopavo	1113	pdf	annotator_2				pdf	
Passeriformes	1113	pdf	annotator_2				pdf	
Psittaciformes	1113	pdf	annotator_2				pdf	
Taeniopygia guttata	1113	pdf	annotator_2				pdf	
Illumina	1113	pdf	GNRD_1	false positive	name of something else		pdf	equpiment name
Anseriformes	1113	pdf	GNRD_1				pdf	
Falconiformes	1113	pdf	GNRD_1				pdf	
Galliformes	1113	pdf	GNRD_1				pdf	
Gallus gallus	1113	pdf	GNRD_1				pdf	
Meleagris gallopavo	1113	pdf	GNRD_1				pdf	
Neoaves	1113	pdf	GNRD_1				pdf	
Passeriformes	1113	pdf	GNRD_1				pdf	
Psittaciformes	1113	pdf	GNRD_1				pdf	
Taeniopygia guttata	1113	pdf	GNRD_1				pdf	
virus	1119	data	annotator_1			vernacular		
gypsy moth	1119	data	annotator_1			vernacular		
Lymantria dispar	1119	data	annotator_1					
Lymantria dispar	1119	data	GNRD_1					
Trichoplusia ni	1119	pdf	annotator_1	false negative	unknown		pdf	not sure
baculovirus	1119	pdf	annotator_1			vernacular	pdf	
baculoviruses	1119	pdf	annotator_1			vernacular	pdf	
balsam-fir sawfly	1119	pdf	annotator_1			vernacular	pdf	
cabbage	1119	pdf	annotator_1			vernacular	pdf	
cabbage looper	1119	pdf	annotator_1			vernacular	pdf	
Douglas-fir tussock moth	1119	pdf	annotator_1			vernacular	pdf	
gypsy moth	1119	pdf	annotator_1			vernacular	pdf	
Gypsy moth	1119	pdf	annotator_1			vernacular	pdf	
Insect	1119	pdf	annotator_1			vernacular	pdf	
insects	1119	pdf	annotator_1			vernacular	pdf	
Metschnikowia-Daphnia	1119	pdf	annotator_1			vernacular	pdf	
nucleopolyhedrovirus	1119	pdf	annotator_1			vernacular	pdf	
oaks	1119	pdf	annotator_1			vernacular	pdf	
pin oak	1119	pdf	annotator_1			vernacular	pdf	
red oaks	1119	pdf	annotator_1			vernacular	pdf	
stink bug	1119	pdf	annotator_1			vernacular	pdf	
stink bugs	1119	pdf	annotator_1			vernacular	pdf	
virus	1119	pdf	annotator_1			vernacular	pdf	
western tent caterpillar	1119	pdf	annotator_1			vernacular	pdf	
Daphnia	1119	pdf	annotator_1				pdf	
Heteroptera	1119	pdf	annotator_1				pdf	
Lymantria dispar	1119	pdf	annotator_1				pdf	
Metschnikowia	1119	pdf	annotator_1				pdf	
Pentatomidae	1119	pdf	annotator_1				pdf	
Quercus	1119	pdf	annotator_1				pdf	
Quercus palustris	1119	pdf	annotator_1				pdf	
Quercus rubra	1119	pdf	annotator_1				pdf	
Trichoplusia ni	1119	pdf	annotator_2	false negative	unknown		pdf	
animal	1119	pdf	annotator_2			vernacular	pdf	
baculovirus	1119	pdf	annotator_2			vernacular	pdf	
Baculovirus	1119	pdf	annotator_2			vernacular	pdf	
baculoviruses	1119	pdf	annotator_2			vernacular	pdf	
balsam-fir sawfly	1119	pdf	annotator_2			vernacular	pdf	
cabbage	1119	pdf	annotator_2			vernacular	pdf	
cabbage looper	1119	pdf	annotator_2			vernacular	pdf	
Douglas-fir tussock moth	1119	pdf	annotator_2			vernacular	pdf	
gypsy moth	1119	pdf	annotator_2			vernacular	pdf	
Gypsy moth	1119	pdf	annotator_2			vernacular	pdf	
gypsy moth baculovirus	1119	pdf	annotator_2			vernacular	pdf	
gypsy moth virus	1119	pdf	annotator_2			vernacular	pdf	
gypsy moths	1119	pdf	annotator_2			vernacular	pdf	
human	1119	pdf	annotator_2			vernacular	pdf	
insect	1119	pdf	annotator_2			vernacular	pdf	
Insect	1119	pdf	annotator_2			vernacular	pdf	
insects	1119	pdf	annotator_2			vernacular	pdf	
nucleopolyhedrovirus	1119	pdf	annotator_2			vernacular	pdf	
oaks	1119	pdf	annotator_2			vernacular	pdf	
pin oak	1119	pdf	annotator_2			vernacular	pdf	
red oaks	1119	pdf	annotator_2			vernacular	pdf	
stink bug	1119	pdf	annotator_2			vernacular	pdf	
stink bugs	1119	pdf	annotator_2			vernacular	pdf	
tree	1119	pdf	annotator_2			vernacular	pdf	
trees	1119	pdf	annotator_2			vernacular	pdf	
virus	1119	pdf	annotator_2			vernacular	pdf	
Virus	1119	pdf	annotator_2			vernacular	pdf	
western tent caterpillar	1119	pdf	annotator_2			vernacular	pdf	
yeast	1119	pdf	annotator_2			vernacular	pdf	
Daphnia	1119	pdf	annotator_2				pdf	
Heteroptera	1119	pdf	annotator_2				pdf	
Lymantria dispar	1119	pdf	annotator_2				pdf	
Metschnikowia	1119	pdf	annotator_2				pdf	
Pentatomidae	1119	pdf	annotator_2				pdf	
Quercus palustris	1119	pdf	annotator_2				pdf	
Quercus rubra	1119	pdf	annotator_2				pdf	
Quercus species	1119	pdf	annotator_2				pdf	
Daphnia	1119	pdf	GNRD_1				pdf	
Heteroptera	1119	pdf	GNRD_1				pdf	
Lymantria dispar	1119	pdf	GNRD_1				pdf	
Metschnikowia	1119	pdf	GNRD_1				pdf	
Pentatomidae	1119	pdf	GNRD_1				pdf	
Quercus	1119	pdf	GNRD_1				pdf	
Quercus palustris	1119	pdf	GNRD_1				pdf	
Quercus rubra	1119	pdf	GNRD_1				pdf	
N. adansonii	1142	data	annotator_1					
N. aticoana	1142	data	annotator_1					
N. confinus	1142	data	annotator_1					
N. elegans	1142	data	annotator_1					
N. humifusa	1142	data	annotator_1					
N. ivaniana	1142	data	annotator_1					
N. johnstonii	1142	data	annotator_1					
N. laxa	1142	data	annotator_1					
N. pilosa	1142	data	annotator_1					
N. plicata	1142	data	annotator_1					
N. rupicola	1142	data	annotator_1					
Humifusa	1142	data	GNRD_1	false positive	orphan epithet			epithet alone
Plicata	1142	data	GNRD_1	false positive	orphan epithet			epithet alone
Pilosa	1142	data	GNRD_1	false positive	orphan epithet			epithet alone
N. adansonii	1142	data	GNRD_1					
N. aticoana	1142	data	GNRD_1					
N. confinus	1142	data	GNRD_1					
N. elegans	1142	data	GNRD_1					
N. humifusa	1142	data	GNRD_1					
N. ivaniana	1142	data	GNRD_1					
N. johnstonii	1142	data	GNRD_1					
N. laxa	1142	data	GNRD_1					
N. pilosa	1142	data	GNRD_1					
N. plicata	1142	data	GNRD_1					
N. rupicola	1142	data	GNRD_1					
N. adansonii	1142	pdf	annotator_1	false negative	reading figure		pdf	in figure
N. aticoana	1142	pdf	annotator_1	false negative	reading figure		pdf	in figure
N. confinis	1142	pdf	annotator_1	false negative	reading figure		pdf	in figure
N. elegans	1142	pdf	annotator_1	false negative	reading figure		pdf	in figure
N. humifusa	1142	pdf	annotator_1	false negative	reading figure		pdf	in figure
N. ivaniana	1142	pdf	annotator_1	false negative	reading figure		pdf	in figure
N. johnstonii	1142	pdf	annotator_1	false negative	reading figure		pdf	in figure
N. laxa	1142	pdf	annotator_1	false negative	reading figure		pdf	in figure
N. rupicola	1142	pdf	annotator_1	false negative	reading figure		pdf	in figure
animal	1142	pdf	annotator_1			vernacular	pdf	
animals	1142	pdf	annotator_1			vernacular	pdf	
CHILEAN BELLFLOWER	1142	pdf	annotator_1			vernacular	pdf	
Chilean bellflower	1142	pdf	annotator_1			vernacular	pdf	
monkeyflower	1142	pdf	annotator_1			vernacular	pdf	
plants	1142	pdf	annotator_1			vernacular	pdf	
M. cardinalis	1142	pdf	annotator_1				pdf	
M. guttatus	1142	pdf	annotator_1				pdf	
M. nasutus	1142	pdf	annotator_1				pdf	
Mimulus lewisii	1142	pdf	annotator_1				pdf	
N. pilosa	1142	pdf	annotator_1				pdf	
N. plicata	1142	pdf	annotator_1				pdf	
N. thinophila	1142	pdf	annotator_1				pdf	
Nolana	1142	pdf	annotator_1				pdf	
Solanaceae	1142	pdf	annotator_1				pdf	
N. adansonii	1142	pdf	annotator_2	false negative	reading figure		pdf	in figure
N. aticoana	1142	pdf	annotator_2	false negative	reading figure		pdf	in figure
N. confinis	1142	pdf	annotator_2	false negative	reading figure		pdf	in figure
N. elegans	1142	pdf	annotator_2	false negative	reading figure		pdf	in figure
N. humifusa	1142	pdf	annotator_2	false negative	reading figure		pdf	in figure
N. invaniana	1142	pdf	annotator_2	false negative	reading figure		pdf	in figure
N. johnstonii	1142	pdf	annotator_2	false negative	reading figure		pdf	in figure
N. laxa	1142	pdf	annotator_2	false negative	reading figure		pdf	in figure
N. rupicola	1142	pdf	annotator_2	false negative	reading figure		pdf	in figure
NOLANA	1142	pdf	annotator_2			duplicate	pdf	
animal	1142	pdf	annotator_2			vernacular	pdf	
animals	1142	pdf	annotator_2			vernacular	pdf	
Chilean bellflower	1142	pdf	annotator_2			vernacular	pdf	
CHILEAN BELLFLOWER	1142	pdf	annotator_2			vernacular	pdf	
monkeyflower	1142	pdf	annotator_2			vernacular	pdf	
plant	1142	pdf	annotator_2			vernacular	pdf	
Plant	1142	pdf	annotator_2			vernacular	pdf	
plants	1142	pdf	annotator_2			vernacular	pdf	
M. cardinalis	1142	pdf	annotator_2				pdf	
M. guttatus	1142	pdf	annotator_2				pdf	
M. nasutus	1142	pdf	annotator_2				pdf	
Mimulus lewisii	1142	pdf	annotator_2				pdf	
N. pilosa	1142	pdf	annotator_2				pdf	
N. plicata	1142	pdf	annotator_2				pdf	
N. thinophila	1142	pdf	annotator_2				pdf	
Nolana	1142	pdf	annotator_2				pdf	
Solanaceae	1142	pdf	annotator_2				pdf	
Mimulus cardinalis	1142	pdf	GNRD_1				pdf	
Mimulus guttatus	1142	pdf	GNRD_1				pdf	
Mimulus lewisii	1142	pdf	GNRD_1				pdf	
Mimulus nasutus	1142	pdf	GNRD_1				pdf	
Nolana	1142	pdf	GNRD_1				pdf	
Nolana pilosa	1142	pdf	GNRD_1				pdf	
Nolana plicata	1142	pdf	GNRD_1				pdf	
Nolana thinophila	1142	pdf	GNRD_1				pdf	
Solanaceae	1142	pdf	GNRD_1				pdf	
Atacca	1146	data	GNRD_1	false positive	not a name	gene sequence		"gene sequence, not sure why"
Tataa	1146	data	GNRD_1	false positive	not a name	gene sequence		"gene sequence, not sure why"
Tacata	1146	data	GNRD_1	false positive	not a name	gene sequence		"gene sequence, not sure why"
Acca	1146	data	GNRD_1	false positive	not a name	gene sequence		"gene sequence, not sure why"
Catta	1146	data	GNRD_1	false positive	not a name	gene sequence		"gene sequence, not sure why"
Baboon	1146	pdf	annotator_1			vernacular	pdf	
Chimpanzee	1146	pdf	annotator_1			vernacular	pdf	
Galago	1146	pdf	annotator_1			vernacular	pdf	
Gray mouse lemur	1146	pdf	annotator_1			vernacular	pdf	
Human	1146	pdf	annotator_1			vernacular	pdf	
human	1146	pdf	annotator_1			vernacular	pdf	
Macaque	1146	pdf	annotator_1			vernacular	pdf	
Marmoset	1146	pdf	annotator_1			vernacular	pdf	
Orangutan	1146	pdf	annotator_1			vernacular	pdf	
Orang-utan	1146	pdf	annotator_1			vernacular	pdf	
primate	1146	pdf	annotator_1			vernacular	pdf	
Tarsier	1146	pdf	annotator_1			vernacular	pdf	
Gorilla	1146	pdf	annotator_1				pdf	
Baboon	1146	pdf	annotator_2			vernacular	pdf	
Chimpanzee	1146	pdf	annotator_2			vernacular	pdf	
Galago	1146	pdf	annotator_2			vernacular	pdf	
Gray mouse lemur	1146	pdf	annotator_2			vernacular	pdf	
human	1146	pdf	annotator_2			vernacular	pdf	
Human	1146	pdf	annotator_2			vernacular	pdf	
Macaque	1146	pdf	annotator_2			vernacular	pdf	
mammal	1146	pdf	annotator_2			vernacular	pdf	
Marmoset	1146	pdf	annotator_2			vernacular	pdf	
Orangutan	1146	pdf	annotator_2			vernacular	pdf	
Orang--utan	1146	pdf	annotator_2			vernacular	pdf	
primate	1146	pdf	annotator_2			vernacular	pdf	
Primate	1146	pdf	annotator_2			vernacular	pdf	
Tarsier	1146	pdf	annotator_2			vernacular	pdf	
Gorilla	1146	pdf	annotator_2				pdf	
Gorilla	1146	pdf	GNRD_1				pdf	
Symbiodinium glynni	1158	data	annotator_1					
Pocillopora	1158	data	annotator_1					
Symbiodinium glynni	1158	data	GNRD_1					
Pocillopora	1158	data	GNRD_1					
Dinoflagellata	1158	pdf	annotator_1	false negative	unknown		pdf	
cnidarians	1158	pdf	annotator_1			vernacular	pdf	
diatom	1158	pdf	annotator_1			vernacular	pdf	
dinoflagellates	1158	pdf	annotator_1			vernacular	pdf	
Apicomplexa	1158	pdf	annotator_1				pdf	
Montastraea annularis	1158	pdf	annotator_1				pdf	
P. malariae	1158	pdf	annotator_1				pdf	
Plasmodium	1158	pdf	annotator_1				pdf	
Pocillopora	1158	pdf	annotator_1				pdf	
S. glynni	1158	pdf	annotator_1				pdf	
Symbiodinium	1158	pdf	annotator_1				pdf	
Symbiodinium glynni	1158	pdf	annotator_1				pdf	
Zooxanthellae	1158	pdf	annotator_1				pdf	
Dinoflagellata	1158	pdf	annotator_2	false negative	unknown		pdf	
Plasmodium spp.	1158	pdf	annotator_2			duplicate	pdf	
SYMBIODINIUM	1158	pdf	annotator_2			duplicate	pdf	
Symbiodinium spp.	1158	pdf	annotator_2			duplicate	pdf	
cnidarians	1158	pdf	annotator_2			vernacular	pdf	
coral	1158	pdf	annotator_2			vernacular	pdf	
corals	1158	pdf	annotator_2			vernacular	pdf	
diatom	1158	pdf	annotator_2			vernacular	pdf	
diatoms	1158	pdf	annotator_2			vernacular	pdf	
dinoflagellate	1158	pdf	annotator_2			vernacular	pdf	
dinoflagellates	1158	pdf	annotator_2			vernacular	pdf	
eukaryote	1158	pdf	annotator_2			vernacular	pdf	
eukaryotes	1158	pdf	annotator_2			vernacular	pdf	
Apicomplexa	1158	pdf	annotator_2				pdf	
Montastraea annularis	1158	pdf	annotator_2				pdf	
P. malariae	1158	pdf	annotator_2				pdf	
Plasmodium	1158	pdf	annotator_2				pdf	
Pocillopora	1158	pdf	annotator_2				pdf	
S. glynni	1158	pdf	annotator_2				pdf	
Symbiodinium	1158	pdf	annotator_2				pdf	
Symbiodinium glynni	1158	pdf	annotator_2				pdf	
Zooxanthellae	1158	pdf	annotator_2				pdf	
Symbiodinium glynni clonal	1158	pdf	GNRD_1	false positive	add extra word		pdf	added extra word
Bonilla	1158	pdf	GNRD_1	false positive	name of something else		pdf	person name
S. ﬁtti	1158	pdf	GNRD_1	false positive	ocr error		pdf	ocr error
Apicomplexa	1158	pdf	GNRD_1				pdf	
Montastraea annularis	1158	pdf	GNRD_1				pdf	
P. malariae	1158	pdf	GNRD_1				pdf	
Plasmodium	1158	pdf	GNRD_1				pdf	
Pocillopora	1158	pdf	GNRD_1				pdf	
S. glynni	1158	pdf	GNRD_1				pdf	
Symbiodinium	1158	pdf	GNRD_1				pdf	
Symbiodinium glynni	1158	pdf	GNRD_1				pdf	
Zooxanthellae	1158	pdf	GNRD_1				pdf	
acutissima	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
agrifolia	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
alba	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
ballota	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
berberidifolia	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
brandegeei	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
buckleyi	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
calliprinos	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
canariensis	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
candicans	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
castaneifolia	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
cerris	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
chrysolepis	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
coccifera	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
crassifolia	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
diversifolia	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
douglasii	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
engelmannii	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
faginea	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
fusiformis	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
gambelii	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
garryana	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
glauca	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
gravesii	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
greggii	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
grisea	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
ilex	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
infectoria	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
ithaburensis	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
lobata	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
macrocarpa	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
margarettiae	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
mexicana	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
mohriana	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
mongolica	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
muehlenbergii	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
oblongifolia	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
obtusata	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
oleoides	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
palmeri	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
parvula	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
prinoides	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
pungens	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
robur	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
serrata	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
sinuata	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
suber	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
tomentella	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
trojana	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
turbinella	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
variabilis	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
vaseyana	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
virginiana	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
crassipes	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
phillyreoides	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
rugosa	1175	data	annotator_1	false negative	epithet only	epithet only		epithet only
acutissima	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
agrifolia	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
alba	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
ballota	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
berberidifolia	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
brandegeei	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
buckleyi	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
calliprinos	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
canariensis	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
candicans	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
castaneifolia	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
cerris	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
chrysolepis	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
coccifera	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
crassifolia	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
crassipes	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
diversifolia	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
douglasii	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
engelmannii	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
fusiformis	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
gambelii	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
garryana	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
glauca	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
gravesii	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
greggii	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
grisea	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
infectoria	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
itex	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
ithaburensis	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
lobata	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
macrocarpa	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
margarettiae	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
mexicana	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
mohriana	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
mongolica	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
muehlenbergii	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
oblongifolia	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
oleoides	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
palmeri	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
parvula	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
phillyreodies	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
prinoides	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
pungens	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
robur	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
rugosa	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
serrata	1175	pdf	annotator_1	false negative	reading figure		pdf	in figure
