string	data_package	source_type	annotator	string_type
Heser1	1048	data	annotator_1	abbreviation
HGC236-m	1048	data	annotator_1	abbreviation
Hyme3	1048	data	annotator_1	abbreviation
Hypal2	1048	data	annotator_1	abbreviation
Hypho5	1048	data	annotator_1	abbreviation
Ira1	1048	data	annotator_1	abbreviation
Janaga2	1048	data	annotator_1	abbreviation
Kisp9	1048	data	annotator_1	abbreviation
Kleb1	1048	data	annotator_1	abbreviation
LacBulk_o87	1048	data	annotator_1	abbreviation
Lebir3	1048	data	annotator_1	abbreviation
Leger4	1048	data	annotator_1	abbreviation
Leifs5	1048	data	annotator_1	abbreviation
Lejam1	1048	data	annotator_1	abbreviation
Lipo1	1048	data	annotator_1	abbreviation
Lyng2	1048	data	annotator_1	abbreviation
MeBulk_hy1B	1048	data	annotator_1	abbreviation
MeBulk_sar5	1048	data	annotator_1	abbreviation
Mega4	1048	data	annotator_1	abbreviation
Mogi12	1048	data	annotator_1	abbreviation
Myco11	1048	data	annotator_1	abbreviation
MyxCor1	1048	data	annotator_1	abbreviation
Nancs8	1048	data	annotator_1	abbreviation
NiBulk_1B	1048	data	annotator_1	abbreviation
NiBulk_cryo2	1048	data	annotator_1	abbreviation
NiBulk_mar2	1048	data	annotator_1	abbreviation
NiBulk_mob	1048	data	annotator_1	abbreviation
NiBulk_ro1	1048	data	annotator_1	abbreviation
Ochro3	1048	data	annotator_1	abbreviation
OP11-3	1048	data	annotator_1	abbreviation
OrniBulk_3	1048	data	annotator_1	abbreviation
Oxa2	1048	data	annotator_1	abbreviation
Paen5	1048	data	annotator_1	abbreviation
Pagg5	1048	data	annotator_1	abbreviation
PalgiG1	1048	data	annotator_1	abbreviation
Palv	1048	data	annotator_1	abbreviation
Pbo2	1048	data	annotator_1	abbreviation
PeBr	1048	data	annotator_1	abbreviation
Pha	1048	data	annotator_1	abbreviation
Pho1	1048	data	annotator_1	abbreviation
Pic1	1048	data	annotator_1	abbreviation
PLA46	1048	data	annotator_1	abbreviation
PlancBulk_o12	1048	data	annotator_1	abbreviation
Polyang10	1048	data	annotator_1	abbreviation
Polycell	1048	data	annotator_1	abbreviation
Prochlo1	1048	data	annotator_1	abbreviation
Propio1	1048	data	annotator_1	abbreviation
Pseu1	1048	data	annotator_1	abbreviation
PseubC2-10	1048	data	annotator_1	abbreviation
PseuD	1048	data	annotator_1	abbreviation
PseuSV5	1048	data	annotator_1	abbreviation
Pvalnaf	1048	data	annotator_1	abbreviation
Rasol1	1048	data	annotator_1	abbreviation
Rgal157	1048	data	annotator_1	abbreviation
Rhi	1048	data	annotator_1	abbreviation
Rhira7	1048	data	annotator_1	abbreviation
Rhizo157	1048	data	annotator_1	abbreviation
Rho2	1048	data	annotator_1	abbreviation
Rhodo2	1048	data	annotator_1	abbreviation
RhodobacBulk_1B	1048	data	annotator_1	abbreviation
Rik6	1048	data	annotator_1	abbreviation
Sacchps10	1048	data	annotator_1	abbreviation
SBulk_en15	1048	data	annotator_1	abbreviation
Sele1	1048	data	annotator_1	abbreviation
Sphingo4	1048	data	annotator_1	abbreviation
Spiroplas4	1048	data	annotator_1	abbreviation
un3Chon2	1048	data	annotator_1	abbreviation
un4Chon4	1048	data	annotator_1	abbreviation
Varpar	1048	data	annotator_1	abbreviation
Verru3	1048	data	annotator_1	abbreviation
Wolin2	1048	data	annotator_1	abbreviation
XAN818	1048	data	annotator_1	abbreviation
Xancam	1048	data	annotator_1	abbreviation
Acidocella1	1048	data	annotator_1	abbreviation
B. cepacia	1048	pdf	annotator_1	duplicate
Z. mays	1048	pdf	annotator_1	duplicate
bacteria	1048	pdf	annotator_1	vernacular
bacterium	1048	pdf	annotator_1	vernacular
maize	1048	pdf	annotator_1	vernacular
Maize	1048	pdf	annotator_1	vernacular
plant	1048	pdf	annotator_1	vernacular
Plant	1048	pdf	annotator_1	vernacular
plants	1048	pdf	annotator_1	vernacular
teosinte	1048	pdf	annotator_1	vernacular
Achromobacter	1048	pdf	annotator_1	scientific name
Acidobacteria	1048	pdf	annotator_1	scientific name
Actinobacteria	1048	pdf	annotator_1	scientific name
Alphaproteobacteria	1048	pdf	annotator_1	scientific name
Azospirillum	1048	pdf	annotator_1	scientific name
B. ambifaria	1048	pdf	annotator_1	scientific name
B. arboris	1048	pdf	annotator_1	scientific name
B. diffusa	1048	pdf	annotator_1	scientific name
B. metallica	1048	pdf	annotator_1	scientific name
B. seminalis	1048	pdf	annotator_1	scientific name
Bacillus	1048	pdf	annotator_1	scientific name
Bacteroidetes	1048	pdf	annotator_1	scientific name
Betaproteobacteria	1048	pdf	annotator_1	scientific name
Burkholderia	1048	pdf	annotator_1	scientific name
Burkholderia cenocepacia	1048	pdf	annotator_1	scientific name
Burkholderia cepacia	1048	pdf	annotator_1	scientific name
Clostridiales	1048	pdf	annotator_1	scientific name
Deltaproteobacteria	1048	pdf	annotator_1	scientific name
Firmicutes	1048	pdf	annotator_1	scientific name
Flavobacteriales	1048	pdf	annotator_1	scientific name
Gammaproteobacteria	1048	pdf	annotator_1	scientific name
Herbaspirillum	1048	pdf	annotator_1	scientific name
Janthinobacterium	1048	pdf	annotator_1	scientific name
Methylophilus	1048	pdf	annotator_1	scientific name
Myxococcales	1048	pdf	annotator_1	scientific name
Myxococcus	1048	pdf	annotator_1	scientific name
Neisseria	1048	pdf	annotator_1	scientific name
Oxalobacter	1048	pdf	annotator_1	scientific name
Paenibacillus	1048	pdf	annotator_1	scientific name
Planctomycetes	1048	pdf	annotator_1	scientific name
Poaceae	1048	pdf	annotator_1	scientific name
Pseudomonas	1048	pdf	annotator_1	scientific name
Rhizobiaceae	1048	pdf	annotator_1	scientific name
Rhizobiales	1048	pdf	annotator_1	scientific name
Rhodospirales	1048	pdf	annotator_1	scientific name
Rhodospirillales	1048	pdf	annotator_1	scientific name
Sphingomonas	1048	pdf	annotator_1	scientific name
Variovorax	1048	pdf	annotator_1	scientific name
Zea mays	1048	pdf	annotator_1	scientific name
Zea mays ssp. parviglumis	1048	pdf	annotator_1	scientific name
Apicomplexan	1054	pdf	annotator_1	vernacular
Boechera	1060	data	annotator_1	
plant	1060	pdf	annotator_1	vernacular
plants	1060	pdf	annotator_1	vernacular
B. cobrensis	1060	pdf	annotator_1	scientific name
B. lemmonii	1060	pdf	annotator_1	scientific name
B. vivariensis	1060	pdf	annotator_1	scientific name
A. thaliana	1060	pdf	annotator_1	scientific name
Arabidopsis thaliana	1060	pdf	annotator_1	scientific name
Arabis	1060	pdf	annotator_1	scientific name
Arabis holboelli	1060	pdf	annotator_1	scientific name
Arabis holboellii	1060	pdf	annotator_1	scientific name
B. collinsii	1060	pdf	annotator_1	scientific name
B. crandallii	1060	pdf	annotator_1	scientific name
B. divaricarpa	1060	pdf	annotator_1	scientific name
B. fecunda	1060	pdf	annotator_1	scientific name
B. fendleri	1060	pdf	annotator_1	scientific name
B. gracilipes	1060	pdf	annotator_1	scientific name
B. microphylla	1060	pdf	annotator_1	scientific name
B. parishii	1060	pdf	annotator_1	scientific name
B. pendulina	1060	pdf	annotator_1	scientific name
B. pendulocarpa	1060	pdf	annotator_1	scientific name
B. polyantha	1060	pdf	annotator_1	scientific name
B. pulchra	1060	pdf	annotator_1	scientific name
B. rectissima	1060	pdf	annotator_1	scientific name
B. retrofracta	1060	pdf	annotator_1	scientific name
B. spatifolia	1060	pdf	annotator_1	scientific name
B. stricta	1060	pdf	annotator_1	scientific name
Boechera	1060	pdf	annotator_1	scientific name
Boechera stricta	1060	pdf	annotator_1	scientific name
Brassicaceae	1060	pdf	annotator_1	scientific name
Hierochloe australis	1060	pdf	annotator_1	scientific name
Panicum	1060	pdf	annotator_1	scientific name
Paspalum rufum	1060	pdf	annotator_1	scientific name
Potentilla argentea	1060	pdf	annotator_1	scientific name
Themeda australis	1060	pdf	annotator_1	scientific name
Peromyscus mouse	1070	data	annotator_1	duplicate
Sylvilagus rabbit	1070	data	annotator_1	duplicate
LeastChipmunk	1070	data	annotator_1	vernacular
RockSquirrel	1070	data	annotator_1	vernacular
PeromyscusMouse	1070	data	annotator_1	vernacular
SylvilagusRabbit	1070	data	annotator_1	vernacular
SpottedTowhee	1070	data	annotator_1	vernacular
JuniperTitmouse	1070	data	annotator_1	vernacular
MourningDove	1070	data	annotator_1	vernacular
WesternScrubJay	1070	data	annotator_1	vernacular
WildTurkey	1070	data	annotator_1	vernacular
MuleDeer	1070	data	annotator_1	vernacular
CaliforniaJackrabbit	1070	data	annotator_1	vernacular
Hymenoptera	1070	data	annotator_1	
Diptera	1070	data	annotator_1	
Lepidoptera	1070	data	annotator_1	
Tamias minimus	1070	data	annotator_1	
Spermophilus variegatus	1070	data	annotator_1	
Pipilo maculatus	1070	data	annotator_1	
Baeolophus ridgwayi	1070	data	annotator_1	
Zenaida macroura	1070	data	annotator_1	
Aphelocoma californica	1070	data	annotator_1	
Meleagris gallopavo	1070	data	annotator_1	
Odocoileus hemionus	1070	data	annotator_1	
Lepus californicus	1070	data	annotator_1	
Pinus edulis	1070	data	annotator_1	
Juniperus osteosperma	1070	data	annotator_1	
C. canadensis	1070	pdf	annotator_1	duplicate
P. edulis	1070	pdf	annotator_1	duplicate
P. maculatus	1070	pdf	annotator_1	duplicate
T. minimus	1070	pdf	annotator_1	duplicate
C. canadensis	1070	pdf	annotator_2	duplicate
P. edulis	1070	pdf	annotator_2	duplicate
P. maculatus	1070	pdf	annotator_2	duplicate
T. minimus	1070	pdf	annotator_2	duplicate
Gymnorhinus cyanocephalus	1070	pdf	annotator_1	orphan genus
Gymnorhinus cyanocephalus	1070	pdf	annotator_2	orphan genus
animals	1070	pdf	annotator_1	vernacular
bat	1070	pdf	annotator_1	vernacular
bird	1070	pdf	annotator_1	vernacular
birds	1070	pdf	annotator_1	vernacular
black-chinned hummingbird	1070	pdf	annotator_1	vernacular
chipmunk	1070	pdf	annotator_1	vernacular
corvids	1070	pdf	annotator_1	vernacular
elk	1070	pdf	annotator_1	vernacular
human	1070	pdf	annotator_1	vernacular
humans	1070	pdf	annotator_1	vernacular
hummingbirds	1070	pdf	annotator_1	vernacular
jays	1070	pdf	annotator_1	vernacular
juniper	1070	pdf	annotator_1	vernacular
mice	1070	pdf	annotator_1	vernacular
Mice	1070	pdf	annotator_1	vernacular
mouse	1070	pdf	annotator_1	vernacular
mule deer	1070	pdf	annotator_1	vernacular
owls	1070	pdf	annotator_1	vernacular
piÒon	1070	pdf	annotator_1	vernacular
piÒon jay	1070	pdf	annotator_1	vernacular
plants	1070	pdf	annotator_1	vernacular
rabbits	1070	pdf	annotator_1	vernacular
rodents	1070	pdf	annotator_1	vernacular
trees	1070	pdf	annotator_1	vernacular
ungulates	1070	pdf	annotator_1	vernacular
vertebrates	1070	pdf	annotator_1	vernacular
western scrub-jay	1070	pdf	annotator_1	vernacular
animal	1070	pdf	annotator_2	vernacular
animals	1070	pdf	annotator_2	vernacular
arthropods	1070	pdf	annotator_2	vernacular
bat	1070	pdf	annotator_2	vernacular
bird	1070	pdf	annotator_2	vernacular
birds	1070	pdf	annotator_2	vernacular
black-chinned hummingbird	1070	pdf	annotator_2	vernacular
corvids	1070	pdf	annotator_2	vernacular
elk	1070	pdf	annotator_2	vernacular
flower	1070	pdf	annotator_2	vernacular
flowers	1070	pdf	annotator_2	vernacular
human	1070	pdf	annotator_2	vernacular
Human	1070	pdf	annotator_2	vernacular
humans	1070	pdf	annotator_2	vernacular
hummingbird	1070	pdf	annotator_2	vernacular
hummingbirds	1070	pdf	annotator_2	vernacular
jays	1070	pdf	annotator_2	vernacular
juniper	1070	pdf	annotator_2	vernacular
mice	1070	pdf	annotator_2	vernacular
Mice	1070	pdf	annotator_2	vernacular
mule deer	1070	pdf	annotator_2	vernacular
owls	1070	pdf	annotator_2	vernacular
pinon	1070	pdf	annotator_2	vernacular
pinon jay	1070	pdf	annotator_2	vernacular
plant	1070	pdf	annotator_2	vernacular
Plant	1070	pdf	annotator_2	vernacular
plants	1070	pdf	annotator_2	vernacular
rabbits	1070	pdf	annotator_2	vernacular
rodents	1070	pdf	annotator_2	vernacular
shrubs	1070	pdf	annotator_2	vernacular
tree	1070	pdf	annotator_2	vernacular
trees	1070	pdf	annotator_2	vernacular
ungulates	1070	pdf	annotator_2	vernacular
vertebrates	1070	pdf	annotator_2	vernacular
western scrub-jay	1070	pdf	annotator_2	vernacular
A. alexandri	1070	pdf	annotator_1	scientific name
A. californica	1070	pdf	annotator_1	scientific name
Aphelocoma californica	1070	pdf	annotator_1	scientific name
Archilochus alexandri	1070	pdf	annotator_1	scientific name
Cervus canadensis	1070	pdf	annotator_1	scientific name
Diptera	1070	pdf	annotator_1	scientific name
Hymenoptera	1070	pdf	annotator_1	scientific name
I. aggregata	1070	pdf	annotator_1	scientific name
Ipomopsis aggregata	1070	pdf	annotator_1	scientific name
J. osteosperma	1070	pdf	annotator_1	scientific name
Juniperus osteosperma	1070	pdf	annotator_1	scientific name
Lepidoptera	1070	pdf	annotator_1	scientific name
Myotis myotis	1070	pdf	annotator_1	scientific name
Odocoileus hemionus	1070	pdf	annotator_1	scientific name
Peromyscus	1070	pdf	annotator_1	scientific name
Pinus cembroides	1070	pdf	annotator_1	scientific name
Pinus edulis	1070	pdf	annotator_1	scientific name
Pipilo maculatus	1070	pdf	annotator_1	scientific name
Sylvilagus	1070	pdf	annotator_1	scientific name
Tamias minimus	1070	pdf	annotator_1	scientific name
A. alexandri	1070	pdf	annotator_2	scientific name
A. californica	1070	pdf	annotator_2	scientific name
Aphelocoma californica	1070	pdf	annotator_2	scientific name
Archilochus alexandri	1070	pdf	annotator_2	scientific name
Cervus canadensis	1070	pdf	annotator_2	scientific name
Diptera	1070	pdf	annotator_2	scientific name
Hymenoptera	1070	pdf	annotator_2	scientific name
I. aggregata	1070	pdf	annotator_2	scientific name
Ipomopsis aggregata	1070	pdf	annotator_2	scientific name
J. osteosperma	1070	pdf	annotator_2	scientific name
Juniperus osteosperma	1070	pdf	annotator_2	scientific name
Lepidoptera	1070	pdf	annotator_2	scientific name
Myotis myotis	1070	pdf	annotator_2	scientific name
Odocoileus hemionus	1070	pdf	annotator_2	scientific name
Peromyscus	1070	pdf	annotator_2	scientific name
Pinus cembroides	1070	pdf	annotator_2	scientific name
Pinus edulis	1070	pdf	annotator_2	scientific name
Pipilo maculatus	1070	pdf	annotator_2	scientific name
Sylvilagus	1070	pdf	annotator_2	scientific name
Tamias minimus	1070	pdf	annotator_2	scientific name
Melampodium_sinuatum	1076	data	annotator_1	
Melampodim_sinuatum	1076	data	annotator_1	
Melampodium_cupulatum	1076	data	annotator_1	
Melampodium_mayfieldii	1076	data	annotator_1	
Melampodium_tenellum	1076	data	annotator_1	
Melampodium_rosei	1076	data	annotator_1	
Melampodium_pilosum	1076	data	annotator_1	
Melampodium_longicorne	1076	data	annotator_1	
Melampodium_appendiculatum	1076	data	annotator_1	
Melampodium_americanum	1076	data	annotator_1	
Melampodium_sericeum	1076	data	annotator_1	
Melampodium_pringlei	1076	data	annotator_1	
Melampodium_glabribracteatum	1076	data	annotator_1	
Melampodium_strigosum	1076	data	annotator_1	
Melampodium_diffusum	1076	data	annotator_1	
Melampodium_longipes	1076	data	annotator_1	
Melampodium_nayaritense	1076	data	annotator_1	
Melampodium_linearilobum	1076	data	annotator_1	
AMERICAN DAISIES	1076	pdf	annotator_1	duplicate
ASTERACEAE	1076	pdf	annotator_1	duplicate
longicorne	1076	pdf	annotator_1	duplicate
mayfieldii	1076	pdf	annotator_1	duplicate
MELAMPODIUM	1076	pdf	annotator_1	duplicate
nayaritense	1076	pdf	annotator_1	duplicate
pringlei	1076	pdf	annotator_1	duplicate
sericeum	1076	pdf	annotator_1	duplicate
strigosum	1076	pdf	annotator_1	duplicate
ASTERACEAE	1076	pdf	annotator_2	duplicate
longicorne	1076	pdf	annotator_2	duplicate
mayfieldii	1076	pdf	annotator_2	duplicate
nayaritense	1076	pdf	annotator_2	duplicate
pringlei	1076	pdf	annotator_2	duplicate
sericeum	1076	pdf	annotator_2	duplicate
strigosum	1076	pdf	annotator_2	duplicate
American daisies	1076	pdf	annotator_1	vernacular
angiosperms	1076	pdf	annotator_1	vernacular
pine-oak	1076	pdf	annotator_1	vernacular
plant	1076	pdf	annotator_1	vernacular
wheat	1076	pdf	annotator_1	vernacular
American daisies	1076	pdf	annotator_2	vernacular
angiosperm	1076	pdf	annotator_2	vernacular
angiosperms	1076	pdf	annotator_2	vernacular
rice	1076	pdf	annotator_2	vernacular
wheat	1076	pdf	annotator_2	vernacular
AMERICAN DAISIES	1076	pdf	annotator_2	vernacular
Glycine	1076	pdf	annotator_1	scientific name
Senecio	1076	pdf	annotator_1	scientific name
Arabidopsis thaliana	1076	pdf	annotator_1	scientific name
Asteraceae	1076	pdf	annotator_1	scientific name
Cupulata	1076	pdf	annotator_1	scientific name
Glabribracteata	1076	pdf	annotator_1	scientific name
Gossypium	1076	pdf	annotator_1	scientific name
Leucantha	1076	pdf	annotator_1	scientific name
Lineariloba	1076	pdf	annotator_1	scientific name
Longipila	1076	pdf	annotator_1	scientific name
M. americanum	1076	pdf	annotator_1	scientific name
M. appendiculatum	1076	pdf	annotator_1	scientific name
M. cupulatum	1076	pdf	annotator_1	scientific name
M. diffusum	1076	pdf	annotator_1	scientific name
M. glabribracteatum	1076	pdf	annotator_1	scientific name
M. linearilobum	1076	pdf	annotator_1	scientific name
M. longicorne	1076	pdf	annotator_1	scientific name
M. longipes	1076	pdf	annotator_1	scientific name
M. mayfieldii	1076	pdf	annotator_1	scientific name
M. moctezumum	1076	pdf	annotator_1	scientific name
M. nayaritense	1076	pdf	annotator_1	scientific name
M. pilosum	1076	pdf	annotator_1	scientific name
M. pringlei	1076	pdf	annotator_1	scientific name
M. rosei	1076	pdf	annotator_1	scientific name
M. sericeum	1076	pdf	annotator_1	scientific name
M. sinuatum	1076	pdf	annotator_1	scientific name
M. strigosum	1076	pdf	annotator_1	scientific name
M. tenellum	1076	pdf	annotator_1	scientific name
Melampodium	1076	pdf	annotator_1	scientific name
Melampodium mayfieldii	1076	pdf	annotator_1	scientific name
Melampodium pringlei	1076	pdf	annotator_1	scientific name
Melampodium sericeum	1076	pdf	annotator_1	scientific name
Nicotiana	1076	pdf	annotator_1	scientific name
Persicaria	1076	pdf	annotator_1	scientific name
Pisum sativum	1076	pdf	annotator_1	scientific name
Sericea	1076	pdf	annotator_1	scientific name
Tragopogon	1076	pdf	annotator_1	scientific name
Tragopogon miscellus	1076	pdf	annotator_1	scientific name
Glycine	1076	pdf	annotator_2	scientific name
M. montanum	1076	pdf	annotator_2	scientific name
Senecio	1076	pdf	annotator_2	scientific name
Arabidopsis thaliana	1076	pdf	annotator_2	scientific name
Asteraceae	1076	pdf	annotator_2	scientific name
Cupulata	1076	pdf	annotator_2	scientific name
Glabribracteata	1076	pdf	annotator_2	scientific name
Glycine max	1076	pdf	annotator_2	scientific name
Gossypium	1076	pdf	annotator_2	scientific name
Leucantha	1076	pdf	annotator_2	scientific name
Lineariloba	1076	pdf	annotator_2	scientific name
Longipila	1076	pdf	annotator_2	scientific name
M. americanum	1076	pdf	annotator_2	scientific name
M. appendiculatum	1076	pdf	annotator_2	scientific name
M. cupulatum	1076	pdf	annotator_2	scientific name
M. diffusum	1076	pdf	annotator_2	scientific name
M. glabribracteatum	1076	pdf	annotator_2	scientific name
M. linearilobum	1076	pdf	annotator_2	scientific name
M. longicorne	1076	pdf	annotator_2	scientific name
M. longipes	1076	pdf	annotator_2	scientific name
M. mayfieldii	1076	pdf	annotator_2	scientific name
M. moctezumum	1076	pdf	annotator_2	scientific name
M. nayaritense	1076	pdf	annotator_2	scientific name
M. pilosum	1076	pdf	annotator_2	scientific name
M. pringlei	1076	pdf	annotator_2	scientific name
M. rosei	1076	pdf	annotator_2	scientific name
M. sericeum	1076	pdf	annotator_2	scientific name
M. sinuatum	1076	pdf	annotator_2	scientific name
M. strigosum	1076	pdf	annotator_2	scientific name
M. tenellum	1076	pdf	annotator_2	scientific name
Melampodium	1076	pdf	annotator_2	scientific name
Melampodium mayfieldii	1076	pdf	annotator_2	scientific name
Melampodium pringlei	1076	pdf	annotator_2	scientific name
Melampodium sericeum	1076	pdf	annotator_2	scientific name
Nicotiana	1076	pdf	annotator_2	scientific name
Persicaria	1076	pdf	annotator_2	scientific name
Pisum sativum	1076	pdf	annotator_2	scientific name
Sericea	1076	pdf	annotator_2	scientific name
Tragopogon	1076	pdf	annotator_2	scientific name
Tragopogon miscellus	1076	pdf	annotator_2	scientific name
P. reticulata	1080	pdf	annotator_1	duplicate
P. reticulata	1080	pdf	annotator_2	duplicate
finches	1080	pdf	annotator_1	vernacular
fish	1080	pdf	annotator_1	vernacular
guppies	1080	pdf	annotator_1	vernacular
Guppies	1080	pdf	annotator_1	vernacular
moths	1080	pdf	annotator_1	vernacular
newts	1080	pdf	annotator_1	vernacular
crickets	1080	pdf	annotator_2	vernacular
finches	1080	pdf	annotator_2	vernacular
fish	1080	pdf	annotator_2	vernacular
guppies	1080	pdf	annotator_2	vernacular
Guppies	1080	pdf	annotator_2	vernacular
guppy	1080	pdf	annotator_2	vernacular
invertebrates	1080	pdf	annotator_2	vernacular
moths	1080	pdf	annotator_2	vernacular
newts	1080	pdf	annotator_2	vernacular
spiders	1080	pdf	annotator_2	vernacular
Artemia salina	1080	pdf	annotator_1	scientific name
Drosphila melanogaster	1080	pdf	annotator_1	scientific name
Poecilia reticulata	1080	pdf	annotator_1	scientific name
Artemia salina	1080	pdf	annotator_2	scientific name
Drosophila melanogaster	1080	pdf	annotator_2	scientific name
Poecilia reticulata	1080	pdf	annotator_2	scientific name
D. pulex	1087	pdf	annotator_1	duplicate
S. berlesei	1087	pdf	annotator_1	duplicate
D. pulex	1087	pdf	annotator_2	duplicate
Rhizoglyphus echinopus (Fumouze&Robin)	1087	pdf	annotator_2	duplicate
S. berlesei	1087	pdf	annotator_2	duplicate
bacterium	1087	pdf	annotator_1	vernacular
mite	1087	pdf	annotator_1	vernacular
onion	1087	pdf	annotator_1	vernacular
acarid	1087	pdf	annotator_2	vernacular
animal	1087	pdf	annotator_2	vernacular
arthropods	1087	pdf	annotator_2	vernacular
Atlantic salmon	1087	pdf	annotator_2	vernacular
barnacles	1087	pdf	annotator_2	vernacular
bulb mite	1087	pdf	annotator_2	vernacular
daphnids	1087	pdf	annotator_2	vernacular
guinea pigs	1087	pdf	annotator_2	vernacular
mite	1087	pdf	annotator_2	vernacular
mites	1087	pdf	annotator_2	vernacular
onion	1087	pdf	annotator_2	vernacular
yeast	1087	pdf	annotator_2	vernacular
Daphnia pulex	1087	pdf	annotator_1	scientific name
R. echinopus	1087	pdf	annotator_1	scientific name
R. robini	1087	pdf	annotator_1	scientific name
Rhizoglyphus	1087	pdf	annotator_1	scientific name
Rhizoglyphus echinopus	1087	pdf	annotator_1	scientific name
Sancassania berlesei	1087	pdf	annotator_1	scientific name
Wolbachia	1087	pdf	annotator_1	scientific name
Daphnia pulex	1087	pdf	annotator_2	scientific name
R. echinopus	1087	pdf	annotator_2	scientific name
R. robini	1087	pdf	annotator_2	scientific name
Rhizoglyphus	1087	pdf	annotator_2	scientific name
Rhizoglyphus echinopus	1087	pdf	annotator_2	scientific name
Sancassania berlesei	1087	pdf	annotator_2	scientific name
S. araneus	1093	pdf	annotator_1	duplicate
S. araneus	1093	pdf	annotator_2	duplicate
SOREX ARANEUS	1093	pdf	annotator_2	duplicate
flies	1093	pdf	annotator_1	vernacular
house mice	1093	pdf	annotator_1	vernacular
shrew	1093	pdf	annotator_1	vernacular
shrews	1093	pdf	annotator_1	vernacular
sunflowers	1093	pdf	annotator_1	vernacular
COMMON SHREW	1093	pdf	annotator_2	vernacular
flies	1093	pdf	annotator_2	vernacular
house mice	1093	pdf	annotator_2	vernacular
house mouse	1093	pdf	annotator_2	vernacular
shrew	1093	pdf	annotator_2	vernacular
shrews	1093	pdf	annotator_2	vernacular
sunflowers	1093	pdf	annotator_2	vernacular
S. antinorii	1093	pdf	annotator_1	scientific name
Sorex	1093	pdf	annotator_1	scientific name
Sorex araneus	1093	pdf	annotator_1	scientific name
S. antinorii	1093	pdf	annotator_2	scientific name
Sorex	1093	pdf	annotator_2	scientific name
Sorex araneus	1093	pdf	annotator_2	scientific name
fish	1097	data	annotator_1	vernacular
fish	1097	pdf	annotator_1	vernacular
fishes	1097	pdf	annotator_1	vernacular
guppies	1097	pdf	annotator_1	vernacular
Guppy	1097	pdf	annotator_1	vernacular
guppy	1097	pdf	annotator_1	vernacular
fish	1097	pdf	annotator_2	vernacular
fishes	1097	pdf	annotator_2	vernacular
guppies	1097	pdf	annotator_2	vernacular
guppy	1097	pdf	annotator_2	vernacular
Guppy	1097	pdf	annotator_2	vernacular
GUPPY	1097	pdf	annotator_2	vernacular
Drosophila	1097	pdf	annotator_1	scientific name
Poecilia reticulata	1097	pdf	annotator_1	scientific name
Drosophila	1097	pdf	annotator_2	scientific name
Poecilia reticulata	1097	pdf	annotator_2	scientific name
Pseudohynobius jinfo	1103	data	annotator_1	
Andrias davidianus	1103	data	annotator_1	
Batrachuperus	1103	data	annotator_1	
Batrachuperus karlschmidti	1103	data	annotator_1	
Batrachuperus londongensis	1103	data	annotator_1	
Batrachuperus longdongensis	1103	data	annotator_1	
Batrachuperus pinchonii	1103	data	annotator_1	
Batrachuperus taibaiensis	1103	data	annotator_1	
Batrachuperus tibetanus	1103	data	annotator_1	
Batrachuperus yenyuanensis	1103	data	annotator_1	
Hynobiidae	1103	data	annotator_1	
Hynobius	1103	data	annotator_1	
Hynobius amjiensis	1103	data	annotator_1	
Hynobius arisanensis	1103	data	annotator_1	
Hynobius chinensis	1103	data	annotator_1	
Hynobius formosanus	1103	data	annotator_1	
Hynobius guabangshanensis	1103	data	annotator_1	
Hynobius leechii	1103	data	annotator_1	
Hynobius maoershanensis	1103	data	annotator_1	
Hynobius quelpartensis	1103	data	annotator_1	
Hynobius yangi	1103	data	annotator_1	
Hynobius yiwuensis	1103	data	annotator_1	
Liua	1103	data	annotator_1	
Liua shihi	1103	data	annotator_1	
Liua tsinpaensis	1103	data	annotator_1	
Onychodactylus	1103	data	annotator_1	
Onychodactylus fischeri	1103	data	annotator_1	
Pachyhynobius	1103	data	annotator_1	
Pachyhynobius shangchengensis	1103	data	annotator_1	
Paradactylodon	1103	data	annotator_1	
Paradactylodon gorganensis	1103	data	annotator_1	
Paradactylodon mustersi	1103	data	annotator_1	
Pseudohynobius	1103	data	annotator_1	
Pseudohynobius flavomaculatus	1103	data	annotator_1	
Pseudohynobius guizhouensis	1103	data	annotator_1	
Pseudohynobius kuankuoshuiensis	1103	data	annotator_1	
Pseudohynobius puxiongensis	1103	data	annotator_1	
Pseudohynobius shuichengensis	1103	data	annotator_1	
Ranodon sibiricus	1103	data	annotator_1	
Salamandrella	1103	data	annotator_1	
Salamandrella keyserlingii	1103	data	annotator_1	
B. karlschmidti	1103	pdf	annotator_1	duplicate
H. yangi	1103	pdf	annotator_1	duplicate
P. flavomaculatus	1103	pdf	annotator_1	duplicate
S. keyserlingii	1103	pdf	annotator_1	duplicate
B. karlschmidti	1103	pdf	annotator_2	duplicate
B. taibaiensis	1103	pdf	annotator_2	duplicate
Batrachuperus sp1	1103	pdf	annotator_2	duplicate
H. arisanensis	1103	pdf	annotator_2	duplicate
H. leechii	1103	pdf	annotator_2	duplicate
H. yangi	1103	pdf	annotator_2	duplicate
O. fischeri	1103	pdf	annotator_2	duplicate
P. flavomaculatus	1103	pdf	annotator_2	duplicate
S. keyserlingii	1103	pdf	annotator_2	duplicate
amphibian	1103	pdf	annotator_1	vernacular
amphibians	1103	pdf	annotator_1	vernacular
animals	1103	pdf	annotator_1	vernacular
butterflies	1103	pdf	annotator_1	vernacular
